runtime,ml-desktop-r1,ml-desktop-r2,ml-desktop-r3,ml-laptop-r1,ml-laptop-r2,ml-laptop-r3,other
151,21.383370995521545,22.574562311172485,22.926348447799683,14.237370252609253,15.663717269897461,14.204104661941528,84.11571824550629
