dockerfiles-laptop-clientapp-0-1,dockerfiles-laptop-clientapp-1-1,dockerfiles-laptop-clientapp-2-1,dockerfiles-laptop-supernode-0-1,dockerfiles-laptop-supernode-1-1,dockerfiles-laptop-supernode-2-1,dockerfiles-serverapp-1,dockerfiles-superlink-1,dockerfiles-desktop-clientapp-0-1,dockerfiles-desktop-clientapp-1-1,dockerfiles-desktop-clientapp-2-1,dockerfiles-desktop-clientapp-3-1,dockerfiles-desktop-supernode-0-1,dockerfiles-desktop-supernode-1-1,dockerfiles-desktop-supernode-2-1,dockerfiles-desktop-supernode-3-1
0.002396088299999999,0.001353947399999986,0.002217362099999999,0,0.0023144400000000304,0.0014034507000000296,0,0.003065775799999985,0.0006934446199999954,0.0009285612600000053,0,0.001181353360000006,0.0011822918800000117,0.0010759262799999985,0.0008108117600000026,0.0009089566199999987
0.0032058599999999957,0.002121053549999997,0.00275122504999999,0.0020759515000000083,0.0032094744500000124,0.0010291753500000216,0.004377727549999985,0.0022481878999999886,0.0005462173099999964,0.0014634473100000064,0.0006924401999999984,0.0015584148400000035,0.0017355223699999987,0.0017296082900000002,0.0006386658800000021,0.0013702731699999965
0.0028172399999999965,0.0027063456999999965,0.003402231599999999,0.0018243010000000076,0.002820416300000011,0.002189161199999997,0.004528851399999999,0.003976589499999987,0.0009611020999999938,0.0013319615400000059,0.0006302267999999987,0.0014183965600000033,0.002244257820000006,0.0015742088600000004,0.0013641457199999954,0.0017440760399999996
0.00359637132500001,0.0025196842749999966,0.003167573699999999,0.002827878550000009,0.0034616247250000036,0.002038170899999997,0.004216488549999999,0.005602912774999997,0.0010284666666666598,0.0014253200000000064,0.0006743999999999986,0.0015178133333333369,0.0024015600000000066,0.001684546666666667,0.001459759999999995,0.0018663199999999997
0.0034365170600000098,0.003582720459999999,0.0042245411,0.0037494414799999916,0.004323320540000016,0.0032325694599999967,0.004782202639999995,0.005353870219999997,0.001556336963285626,0.002209915136901059,0.0014512396351897994,0.0022276756767268227,0.002182111290448046,0.002135008303515871,0.0019968492338207876,0.0016957802193528309
0.004515209350000005,0.0034716170499999987,0.004093534249999999,0.004419493150000015,0.00492688425,0.0036949548499999973,0.0046339021999999945,0.007327289399999991,0.0015051319814464873,0.0021372068050163205,0.0020074362714310287,0.0021543830060127152,0.0025872795097062343,0.002845039688369698,0.0019311509749184023,0.0026775541540972375
0.004411993728571434,0.004603237900000004,0.005029582114285708,0.004318465557142873,0.0048142579285714296,0.0043040408142857155,0.13346307202857147,0.008310280485714274,0.0023270469151639534,0.003137994096173583,0.001960885802668234,0.0030680670974441663,0.0032622146598739327,0.0027790660218443065,0.0025949439996579182,0.0034032474594389915
0.005405798750000002,0.004522470662500003,0.004941334349999994,0.005376198287500001,0.005651974025000013,0.004228523212500001,0.22747749713750004,0.008164470424999988,0.002286947183407309,0.0030839201019233946,0.002845811254863281,0.003680890586881475,0.003919640539481622,0.003248065615102199,0.0025502278585127947,0.0033446026124719207
0.005905222222222228,0.005204555555555559,0.0058419999999999896,0.005226777777777778,0.006527555555555558,0.0051106666666666835,0.22115522222222225,0.008918666666666668,0.0032405849676907395,0.004012334202471378,0.0035746514000680294,0.0037100555492574562,0.003950697199863968,0.0039453916789479624,0.0035057816574084496,0.004246037864187735
0.004662888888888896,0.005250666666666675,0.005480777777777779,0.00606111111111111,0.005845333333333333,0.0043830000000000015,0.43357011111111116,0.00979088888888888,0.003664108377734953,0.004152941843328422,0.0035746514000680294,0.0038848316517401684,0.003971851264029013,0.0032435891622265033,0.0044434871329781175,0.003653145901825192
0.004697666666666675,0.05362955555555556,0.0046852222222222295,0.004593333333333326,0.004776111111111117,0.005522111111111104,0.43047488888888896,0.013502666666666665,0.0041121528171409166,0.0035467520689264243,0.024103100043079022,0.0038933340891055446,0.0033058610134905344,0.0032994671805917667,0.0053769300532819425,0.003878347126176172
0.004697666666666675,0.052951777777777785,0.004829111111111111,0.007089444444444433,0.007599888888888876,0.005138888888888903,0.4481037777777778,0.011892777777777778,0.0036904421768707537,0.005226655328798181,0.0241058279659864,0.0038937755102040825,0.004387380952380944,0.005051859410430834,0.004665181405895699,0.0034266213151927425
0.16107722222222223,0.20658322222222225,0.005689222222222222,0.006935333333333331,0.006877666666666659,0.005138888888888903,0.4481037777777778,0.016540999999999993,0.10212305744374998,0.132664584655,0.16645947401375,0.0921243560075,0.005660277528749997,0.005604613156250001,0.004545262410000002,0.0058684448937499955
0.38813288888888886,0.3917868888888889,0.004605999999999999,0.005988222222222235,0.008441999999999988,0.00768822222222222,0.44878733333333337,0.016540999999999993,0.22729659079999998,0.13224635555555556,0.23500340379333334,0.0917489462488889,0.005642433333333331,0.0055869444444444465,0.00537096666666666,0.006428044444444441
0.38702666666666663,0.3917868888888889,0.10320833333333335,0.007350333333333323,0.007753555555555557,0.007652333333333348,0.44878733333333337,0.017246555555555557,0.22732132655739523,0.29479160585842873,0.4025182635727871,0.26647864511056785,0.005971552394710528,0.005668463162573614,0.005371563507056332,0.007093154794977217
0.3878912222222222,0.3914372222222222,0.3433668888888889,0.007350333333333323,0.008641222222222227,0.0069898888888889005,0.3269694444444445,0.01718755555555555,0.4289665596477778,0.5005409183644445,0.40206997156444446,0.4674312620177778,0.006938366666666656,0.006726277777777776,0.005873411111111118,0.006327544444444442
0.3868497777777778,0.39249777777777783,0.3825102222222223,0.006819222222222236,0.008680888888888887,0.00856566666666667,0.23487744444444442,0.019168777777777788,0.4809570093466667,0.5003612021369445,0.49564192006222224,0.4667792511744444,0.006233377777777775,0.006215655555555555,0.005873411111111118,0.00833731111111111
