runtime,ml-desktop-r1,ml-desktop-r2,ml-desktop-r3,ml-laptop-r1,ml-laptop-r2,ml-laptop-r3,other
10949,3596.025425493717,3636.5216116309166,3591.9405767917633,2527.9714152018228,2555.1999112764993,2546.3964218298593,124.5123860836029
