dockerfiles-laptop-clientapp-0-1,dockerfiles-laptop-clientapp-1-1,dockerfiles-laptop-supernode-0-1,dockerfiles-laptop-supernode-1-1,dockerfiles-serverapp-1,dockerfiles-superlink-1,dockerfiles-desktop-clientapp-0-1,dockerfiles-desktop-clientapp-1-1,dockerfiles-desktop-clientapp-2-1,dockerfiles-desktop-supernode-0-1,dockerfiles-desktop-supernode-1-1,dockerfiles-desktop-supernode-2-1
0.00192696,0,0.001064341600000019,0,0.0007949144,0.0021151423999999953,0.0011873838700000143,0.0009365803200000084,0.0008255167400000065,0.000903356030000001,0,0.00132826746000001
0.0015184799999999996,0.0012922128000000088,0.0008387208000000147,0.001537221600000007,0.003930537599999996,0.004611391199999998,0.000914086935000011,0.001480707000000006,0.000640348370000005,0.0016131575250000045,0.0011032693649999988,0.0010225437300000078
0.002480330399999995,0.002144837599999998,0.0022757221333333483,0.0024295207999999995,0.00357809173333333,0.004197894133333331,0.0017192599733333396,0.0013331380000000054,0.0012021242700000015,0.0014523883500000042,0.0016183499033333396,0.0018346316366666736
0.0035390943999999997,0.0020392031999999986,0.0033348544000000157,0.0023098655999999997,0.004131449599999997,0.004557689600000003,0.002446943262500007,0.0019402415325000019,0.0016490897250000056,0.0019504207000000007,0.0015287799275000057,0.0017330912275000062
0.0044441380799999965,0.0033442027200000046,0.0032312035200000155,0.0034364375999999947,0.004587423360000003,0.004416031680000003,0.0028962516959999997,0.0024267591540000047,0.0023039958460000028,0.0024634223460000037,0.0023013878939999914,0.002549882862000013
0.004974423733333326,0.003932252266666667,0.0042130312000000095,0.003983109066666671,0.16775177226666668,0.007757514400000003,0.00282590308,0.0029256827600000032,0.0022495815383333363,0.003048442833333335,0.0029118968083333297,0.0030608124983333438
0.0054833873142857165,0.004518597600000001,0.00464392080000001,0.00444400045714286,0.1651333190857143,0.007927963314285708,0.0033445141700000017,0.002873659508571432,0.0028063259600000015,0.002994236714285716,0.0028601186928571393,0.0036437583442857162
0.005418176400000003,0.004464860400000001,0.005326994400000011,0.004391150400000003,0.3809080548,0.007833680399999994,0.0034071200000000013,0.002927451428571432,0.002859020000000001,0.003050285714285716,0.0029136571428571394,0.003711965714285716
0.006511666666666669,0.005420888888888895,0.005420222222222234,0.005747444444444441,0.38757433333333335,0.009770000000000008,0.0034697258300000018,0.002981243348571432,0.0029089848800000016,0.003106334714285716,0.002967195592857139,0.003780173084285716
0.006255777777777774,0.006324000000000009,0.005865111111111112,0.005747444444444441,0.38987066666666675,0.011137555555555562,0.0033931575995513165,0.0030465619742007823,0.0030972854739203548,0.003118609085810433,0.0035908805384183883,0.0028392035894559686
