runtime,ml-desktop-r1,ml-desktop-r2,ml-desktop-r3,ml-laptop-r1,ml-laptop-r2,ml-laptop-r3,noise-r1,noise-r2,noise-r3,keygen-r1,keygen-r2,keygen-r3,dec-r1,dec-r2,dec-r3,block-no-dec-r1,block-no-dec-r2,block-no-dec-r3,block-r1,block-r2,block-r3,other
11561,3601.365706562996,3600.6952010393143,3575.4742872714996,2499.117444038391,2465.9257645606995,2476.1066258748374,66.52235412597656,66.33303833007812,66.3973798751831,37.66059708595276,36.508503913879395,37.77086925506592,94.00359797477722,104.73301959037781,96.63644003868103,29.49270725250244,29.73828148841858,30.50365686416626,123.49630522727966,134.4713010787964,127.14009690284729,286.4171316623688
