runtime,ml-desktop-r1,ml-desktop-r2,ml-desktop-r3,ml-laptop-r1,ml-laptop-r2,ml-laptop-r3,noise-r1,noise-r2,noise-r3,keygen-r1,keygen-r2,keygen-r3,dec-r1,dec-r2,dec-r3,block-no-dec-r1,block-no-dec-r2,block-no-dec-r3,block-r1,block-r2,block-r3,other
1592,57.92085075378418,450.523509144783,420.45579874515533,238.31242163976034,269.1232541402181,313.8903210957845,71.9514946937561,63.983909368515015,67.59395480155945,33.873934268951416,37.49303126335144,30.871060371398926,23.52318572998047,20.530494689941406,29.493835926055908,6.477413177490234,6.451092004776001,7.5951783657073975,30.000598907470703,26.981586694717407,37.089014291763306,466.79061555862427
