dockerfiles-laptop-clientapp-0-1,dockerfiles-laptop-clientapp-1-1,dockerfiles-laptop-supernode-0-1,dockerfiles-laptop-supernode-1-1,dockerfiles-serverapp-1,dockerfiles-superlink-1,dockerfiles-desktop-clientapp-0-1,dockerfiles-desktop-clientapp-1-1,dockerfiles-desktop-clientapp-2-1,dockerfiles-desktop-supernode-0-1,dockerfiles-desktop-supernode-1-1,dockerfiles-desktop-supernode-2-1
57.266,101.8732,145.8776,0,0,12.6588,58.5754,58.5754,58.5754,0,0,142.9725
47.63300000000001,84.73660000000001,121.33880000000002,158.44240000000002,19.805300000000003,10.5294,46.1877,46.1877,86.6361,120.7986,170.2659,227.79555
113.6268,148.2292,251.1012,147.76160000000002,756.4599000000001,645.0542,115.723,78.89073333333333,78.89073333333333,109.99906666666666,155.0439333333333,207.43036666666666
142.8719,142.8719,289.46207499999997,237.29354999999998,729.119925,621.74065,110.04224999999998,75.01804999999999,110.04224999999998,197.247775,289.89624999999995,289.89624999999995
139.65751999999998,172.25895999999997,282.94966,231.95483999999996,725.49218,630.4413599999999,174.51251999999997,140.57315999999997,140.57315999999997,239.41007999999997,280.917,280.917
201.717,233.81820000000002,402.02415,306.15435,714.36015,12929.73435,204.0099,170.79376666666664,194.69591666666665,354.6046666666666,369.41726666666665,369.41726666666665
231.21559999999997,231.21559999999997,397.5492714285714,393.04507142857136,13329.237799999999,12785.815157142855,266.2361428571429,168.1375142857143,191.66792857142858,349.0897142857143,450.17107142857145,363.6719428571429
229.26365,292.21545,515.2051875,389.7269375,13335.07705,12677.8757625,263.08162500000003,230.76952500000002,230.76952500000002,398.11563750000005,444.8371875,505.20405000000005
312.6666666666667,305.33333333333337,592.4444444444445,533.6666666666667,13341.263133333334,13717.111111111111,308,275.11111111111114,234.8888888888889,520.5555555555555,553.6666666666667,551.7777777777778
270.44444444444446,296,484.8888888888889,533.6666666666667,13341.263133333334,13707.77777777778,318,277.77777777777777,292.44444444444446,520.5555555555555,648,563.6666666666667
318,296,606.7777777777778,440.00000000000006,13360.265622222221,13806.555555555557,387.33333333333337,277.77777777777777,259.5555555555556,509.5555555555556,509.5555555555556,507.6666666666667
335.44444444444446,282.44444444444446,529.7777777777778,585.7777777777778,13249.444444444445,13202.77777777778,321.5555555555556,299.5555555555556,321.5555555555556,509.5555555555556,584.6666666666667,507.6666666666667
302.5555555555556,330,483.00000000000006,546.3333333333334,13437.333333333334,13717.88888888889,369.11111111111114,299.5555555555556,15250.783088888888,16398.88888888889,450.8888888888889,16797.222222222223
14836.950166666667,359.11111111111114,15832.637433333332,546.3333333333334,14249.77777777778,13695.000000000002,303.33333333333337,15302.825477777778,15265.302522222224,16834.111111111113,16798.666666666668,16854.222222222223
14836.904122222222,14837.82768888889,16279.896588888889,16240.1207,14249.77777777778,7967.222222222223,15321.65978888889,15302.05916666667,15263.98477777778,16715,16786,16760.666666666668
14851.792688888889,14837.82768888889,16279.896588888889,16276.483522222221,1264.7777777777778,7967.222222222223,15847.931249999998,15831.18125,15791.5875,17426.0143125,17409.3337125,17473.623525
14851.792688888889,14867.604822222222,16279.808077777778,16276.483522222221,1256.5555555555557,11508.666666666668,16173.547784698556,16152.573780702787,16113.8550358444,17672.817017275825,17662.592549065695,17570.80738042073
16490.114811111107,15370.395577777777,16279.7702,16317.02658888889,1504.5555555555557,11135.77777777778,16168.634065804938,16147.663019976497,16112.022361927147,17548.76615746181,17553.819036427732,17529.024676850764
16490.114811111107,17476.28621111111,16288.176733333332,16321.229855555555,1504.5555555555557,11135.77777777778,16164.997826086958,16144.587508813162,16104.749882491187,17548.76615746181,17454.054054054053,17419.506462984726
1497103.8678849146,17472.51662963786,16269.828926905135,16317.910397689404,1608.309264607865,11207.620528771386,16159.696392479436,16144.587508813162,16931.163055229143,17456.521739130436,17468.860164512338,17379.788484136312
1844463.8757555557,1368992.3118666667,16219.333333333334,16278.666666666668,1822.6666666666667,11210.111111111111,20406.116921269095,20631.486286721505,16926.422350176264,17471.32784958872,17389.42420681551,17394.594594594593
1844463.8757555557,1844202.6994333332,16219.333333333334,16224.555555555557,1634.7777777777778,10695,20402.48068155112,434795.6573560518,232436.61831962396,575.0881316098707,17389.42420681551,75.08813160987074
1844457.040644444,1844202.6560333336,506.00000000000006,16224.555555555557,949.3333333333334,10778.111111111111,1046907.9999177441,433583.1498237368,1136776.7811045828,65.33490011750881,100.35252643948296,14.80611045828437
1844457.040644444,1844195.836944444,9.333333333333334,90.22222222222223,1056.3333333333335,3894.888888888889,1045819.976436714,1025325.8304971207,1734641.806581267,65.34257844635091,14.80785051122341,14.80785051122341
1844457.0290555556,1844195.836944444,9.333333333333334,49.77777777777778,1089.4444444444446,3894.888888888889,2034725.068428947,1646135.3357705288,1743005.8274840647,14.526082677165356,14.526082677165356,14.526082677165356
1844457.0290555556,1844195.813766667,9.333333333333334,49.77777777777778,1236.6666666666667,491.33333333333337,2016350.7361777776,2020144.624622222,2014926.8935111114,14.000000000000002,14.000000000000002,14.000000000000002
1844455.7557555558,1844195.423011111,9.333333333333334,4.666666666666667,980.4444444444445,394.11111111111114,2016941.5561506837,2020161.2151683522,2014943.441193466,14.001555728414267,14.001555728414267,14.001555728414267
2041065.7509229637,2040669.6194437607,0,0,1212.5276888998278,436.50012306177706,2016719.1123000002,2020012.9544666666,2014721.2131333335,14.000000000000002,14.000000000000002,14.000000000000002
403536.25257746055,2040220.3674132414,0,0,1015.4680558973938,310.83144365137963,2016719.1123000002,2020012.9544666666,2014660.0232333334,14.000000000000002,0,14.000000000000002
5.167322834645669,584209.2765748032,0,0,1118.1102362204724,328.61712598425197,2016626.6696521835,2019902.7377153018,2014882.1598510947,0,0,0
5.1685946345065235,5.1685946345065235,0,0,1118.385429485602,328.69800639921243,2016404.6956666668,1633461.5555555557,1834015.5555555557,0,0,0
0,5.1685946345065235,36.6724095495939,0,1236.8939207482158,236.64779719419153,1003203.4444444445,1633461.5555555557,907875.5555555556,0,0,0
0,0,36.67692307692308,0,1118.523076923077,434.0923076923077,1003091.9897789136,1027462.7263637375,295773.4696144873,0,0,33.10743250749917
0,0,36.66338582677165,0,1089.5669291338584,433.9320866141732,590.6211801311256,400006.6674074897,295839.2043560395,0,40.44893877097455,33.11479053228136
0,0,36.6724095495939,0,1208.3435884814178,470.83435884814185,590.5555555555555,76.66666666666667,0,0,40.44444444444445,33.111111111111114
0,0,36.67692307692308,0,1208.4923076923078,470.8923076923077,0,76.66666666666667,0,40.44444444444445,40.44444444444445,33.111111111111114
0,0,33.111111111111114,33.111111111111114,1083.6666666666667,622.7777777777778,0,0,0,40.44444444444445,40.44444444444445,33.111111111111114
0,0,33.11847077128251,33.11847077128251,1231.1624805512336,725.2722827294955,0,0,0,40.44893877097455,40.44893877097455,33.11479053228136
0,0,33.11847077128251,33.11847077128251,1198.2662813958657,725.2722827294955,0,0,0,40.44444444444445,40.44444444444445,33.111111111111114
0,0,33.111111111111114,33.111111111111114,1305,725.1111111111112,0,0,0,40.44444444444445,40.44444444444445,33.111111111111114
0,0,0,33.10375472117307,1057.8760275494333,724.9500111086425,0,0,0,45.111111111111114,40.44444444444445,33.111111111111114
0,0,0,33.111111111111114,1198,630,0,0,0,45.111111111111114,40.44444444444445,0
0,0,0,33.11847077128251,1117.026005779062,734.9410980217826,0,0,0,45.10609932229753,0,0
0,0,0,33.11479053228136,1131.5701744638293,563.7293032559172,0,0,0,45.111111111111114,0,0
0,0,0,33.111111111111114,1131.4444444444446,596.7777777777778,0,0,0,4.666666666666667,0,0
0,0,0,0,1138.9043227025224,467.6075119457717,0,0,0,4.667185242804756,0,0
0,0,0,0,1245.9162129125457,289.4766085120569,0,0,0,4.666148205754917,0,0
0,0,0,0,1024.4444444444446,296.77777777777777,0,0,0,4.666666666666667,0,0
0,0,0,0,1024.5582842538058,296.81075675075004,0,0,0,4.422914911541701,0,0
0,0,0,0,1164.3333333333335,379.8888888888889,0,0,0,0,0,0
0,0,0,0,1024.330629930008,391.8453505166093,0,0,0,0,0,0
0,0,33.111111111111114,0,1105.6666666666667,287.11111111111114,0,0,0,0,0,0
0,0,33.10743250749917,0,1083.546272636374,370.18109098989004,0,0,0,0,0,0
0,0,33.10743250749917,0,1083.546272636374,337.0736584823909,0,0,0,0,0,31.381634372367312
0,0,33.10743250749917,0,1083.546272636374,268.63681813131876,0,0,0,0,0,31.378329998947034
0,0,33.10743250749917,0,829.3522941895346,446.8392400844351,0,0,0,0,38.3359662980516,31.38493944181148
0,0,33.11479053228136,0,1083.7870874541616,534.6149572174686,0,0,0,0,38.32789301884806,31.378329998947034
0,0,33.10743250749917,0,976.5581602044218,629.5967114765027,0,0,0,0,40.44893877097455,33.11479053228136
0,0,32.779672203277975,32.779672203277975,1186.008139918601,623.3637663623365,0,0,0,33.10743250749917,40.43995111654261,37.773580713254084
0,0,32.779672203277975,32.779672203277975,1186.008139918601,529.2047079529206,0,0,0,33.10743250749917,40.43995111654261,37.773580713254084
0,0,0,32.78327832783278,1211.4411441144114,710.3410341034104,0,0,0,33.11479053228136,45.116124013779306,37.78197577508612
0,0,0,32.78327832783278,966.996699669967,628.0528052805281,0,0,0,33.111111111111114,45.111111111111114,37.77777777777778
0,0,0,32.779672203277975,1178.748212517875,627.9837201627985,0,0,0,33.10743250749917,45.10609932229753,4.666148205754917
0,0,0,32.779672203277975,1211.307886921131,627.9837201627985,0,0,0,33.111111111111114,45.111111111111114,4.666666666666667
0,0,0,32.779672203277975,1324.4967550324498,555.2744472555275,0,0,0,33.111111111111114,4.666666666666667,4.666666666666667
0,0,0,32.779672203277975,1072.8192718072821,461.2253877461226,0,0,0,33.111111111111114,4.666666666666667,4.666666666666667
0,0,0,32.779672203277975,1331.756682433176,456.6054339456606,0,0,0,33.111111111111114,4.666666666666667,4.666666666666667
0,0,32.779672203277975,0,1211.527884721153,583.5441645583545,0,0,0,0,4.666666666666667,0
0,0,33.11479053228137,0,1361.9291032336926,506.389598844316,0,0,0,0,4.666666666666667,0
0,0,33.10743250749917,0,1114.7650261082103,406.51038773469617,0,0,0,0,0,0
