runtime,ml-desktop-r1,ml-desktop-r2,ml-desktop-r3,ml-laptop-r1,ml-laptop-r2,ml-laptop-r3,noise-r1,noise-r2,noise-r3,keygen-r1,keygen-r2,keygen-r3,dec-r1,dec-r2,dec-r3,block-no-dec-r1,block-no-dec-r2,block-no-dec-r3,block-r1,block-r2,block-r3,other
1567,363.9822048544884,359.8816853761673,371.06878054142,242.00402704874674,306.08227038383484,305.4764476617177,74.58449816703796,59.542994260787964,62.53540301322937,36.68420147895813,33.69582414627075,39.313427686691284,24.774039268493652,23.323301076889038,21.778656482696533,4.993796110153198,6.4669029712677,6.472638368606567,29.76783537864685,29.79020404815674,28.2512948513031,274.5645416378975
