runtime,ml-desktop-r1,ml-desktop-r2,ml-desktop-r3,ml-laptop-r1,ml-laptop-r2,ml-laptop-r3,other
1231,303.0961020787557,287.808495759964,291.2765286763509,385.2032027244568,379.50015127658844,379.69195210933685,86.60469388961792
