runtime,ml-desktop-r1,ml-desktop-r2,ml-desktop-r3,ml-laptop-r1,ml-laptop-r2,ml-laptop-r3,keygen-r1,keygen-r2,keygen-r3,dec-r1,dec-r2,dec-r3,block-no-dec-r1,block-no-dec-r2,block-no-dec-r3,block-r1,block-r2,block-r3,other
259,21.00035262107849,21.276753902435303,20.948118209838867,16.00324249267578,15.230650663375854,16.503084182739258,17.080803394317627,18.130183458328247,26.086133241653442,19.823261499404907,22.792431831359863,21.731271266937256,6.430869102478027,6.431844472885132,4.514991760253906,26.254130601882935,29.224276304244995,26.246263027191162,52.75298523902893
