runtime,ml-desktop-r1,ml-desktop-r2,ml-desktop-r3,ml-laptop-r1,ml-laptop-r2,ml-laptop-r3,noise-r1,noise-r2,noise-r3,keygen-r1,keygen-r2,keygen-r3,dec-r1,dec-r2,dec-r3,block-no-dec-r1,block-no-dec-r2,block-no-dec-r3,block-r1,block-r2,block-r3,other
1740,424.8624744415283,400.5530930161476,412.9599378108978,301.3834758599599,317.72772336006165,269.09644691149396,70.38335180282593,70.92694139480591,77.43066096305847,37.31804585456848,37.04731774330139,38.69301152229309,27.982589960098267,29.77840828895569,23.807941436767578,6.661927223205566,6.639676094055176,7.785027742385864,34.64451718330383,36.418084383010864,31.592969179153442,285.91054886579514
