dockerfiles-laptop-clientapp-0-1,dockerfiles-laptop-supernode-0-1,dockerfiles-serverapp-1,dockerfiles-superlink-1,dockerfiles-desktop-clientapp-0-1,dockerfiles-desktop-clientapp-1-1,dockerfiles-desktop-supernode-0-1,dockerfiles-desktop-supernode-1-1
76.57000000000001,186.589,1097.2975,0,55.398199999999996,103.9126,0,0
57.285,139.59449999999998,1049.59175,12.663,44.59910000000001,122.71350000000001,117.56745000000001,108.85875000000001
130.08599999999998,281.85299999999995,975.5111666666664,511.6448333333332,112.80900000000001,112.80900000000001,159.1456,151.1398
158.97549999999998,264.03974999999997,1572.3819999999998,479.30862499999995,142.18535,142.18535,242.15580000000003,242.15580000000003
152.54039999999998,354.64439999999996,2239.6196999999997,459.90689999999995,205.03404000000003,205.03404000000003,235.48464000000004,235.48464000000004
217.465,428.49958333333336,2206.8330833333334,11983.023000000001,201.1617,201.1617,324.97905,317.67615
246.86200000000002,419.64250000000004,2203.8119285714283,11735.334,230.69780000000003,230.69780000000003,320.5106142857143,313.3081285714286
276.30975,541.2380625000001,2173.6291875,11925.6054375,260.249875,228.28557499999997,447.17623749999996,440.04906249999993
272.44444444444446,533.6666666666667,13487.196777777779,11758.77777777778,315.33333333333337,300.6666666666667,514.2222222222223,529.7777777777778
296,524.3333333333334,13335.88888888889,12007.333333333334,277.77777777777777,301.44444444444446,589.3333333333334,529.7777777777778
336.22222222222223,611.3333333333334,13233.222222222223,12137.111111111111,339.7777777777778,268.5555555555556,490.33333333333337,549
322.6666666666667,480.22222222222223,13437.77777777778,11721.666666666668,274,332.6666666666667,537.8888888888889,556.3333333333334
289.77777777777777,560,13376.666666666668,12011.222222222223,327,299.77777777777777,505.7777777777778,462.7777777777778
359.11111111111114,466.44444444444446,12671.444444444445,16548.111111111113,301.44444444444446,312.5555555555556,505.7777777777778,15249.720566666667
14416.186833333335,15241.555555555557,12903.88888888889,8851.888888888889,301.44444444444446,312.5555555555556,15634.000000000002,15180.666666666668
14414.493055555557,15272.77777777778,12882.77777777778,8965.666666666668,14014.639299999999,13958.381,15667.111111111111,15669.222222222223
14437.326833333333,15179.444444444445,13137.000000000002,8594.888888888889,14014.182144444443,13958.381,15533.333333333334,15535.444444444445
16442.665944444445,15184.111111111111,1357,8599.555555555557,14013.521122222222,14463.36111111111,15488.555555555557,15467.77777777778
201091.3858333333,15090.555555555557,1348.7777777777778,8351,16080.762922222222,16033.872944444443,15413.444444444445,15467.77777777778
201089.3143888889,15003.555555555557,1595.6666666666667,8281.888888888889,356331.2684222221,604249.6654666667,15413.444444444445,15356.88888888889
1947475.6453888891,15003.555555555557,1498.1111111111113,8281.888888888889,372814.4625,632220.71875,16132.7474,16115.546562500002
1947475.6453888891,14923.77777777778,952.2222222222223,7992.333333333334,366699.89303602057,621850.2178273299,15710.120068610639,15748.999428244715
1947476.515055556,14923.77777777778,1199.111111111111,3525.444444444445,1944683.871255431,1941475.3018179738,15708.323805168078,512.3485021724217
1946732.734888889,69,966.6666666666667,258.44444444444446,1945465.9986049172,1941748.1264150944,43.68210405946256,512.4070897655804
1946732.734888889,37.77777777777778,1180.6666666666667,214.66666666666669,1944656.4974273953,1940939.3727532588,9.604390578550195,9.604390578550195
1946731.4073333333,4.666666666666667,1066.3333333333335,214.66666666666669,1944877.29186964,1941159.7485763293,9.605488850771872,9.605488850771872
1946622.8682222224,0,1102.111111111111,259,1944656.4974273953,1940916.986222273,0,0
1835410.888888889,0,1102.111111111111,259,1944785.5702915948,1941067.5764551172,0,0
1835410.888888889,0,1109.4444444444446,259,1727308.4838783445,1444085.982163275,0,0
4.666666666666667,0,1116.7777777777778,259,1679327.0584926885,1403971.9524746907,0,0
4.666666666666667,0,1116.7777777777778,259,1678560.0000000002,1403330.6666666667,0,0
0,0,1116.7777777777778,259,595.2883653739303,54.11712412490276,0,0
0,0,1231.111111111111,354.22222222222223,0,0,0,40.43995111654261
0,0,1017.1111111111112,284.22222222222223,0,0,0,40.44893877097455
0,46071.444444444445,1131.4444444444446,354.22222222222223,0,0,0,40.43995111654261
276,46071.444444444445,984.0000000000001,22110.111111111113,0,0,0,40.44893877097455
330.6666666666667,46350.88888888889,1198,22110.111111111113,0,0,0,40.43995111654261
330.6666666666667,46350.88888888889,22324.55555555556,22344.55555555556,0,0,47.78308700966774,40.44893877097455
378.22222222222223,46468.11111111112,22343,22559.77777777778,0,0,47.78308700966774,45.116124013779306
392.6666666666667,46550.55555555556,22343,22559.77777777778,0,0,47.77777777777778,45.111111111111114
447.33333333333337,46550.55555555556,22350.333333333336,22545.111111111113,0,0,47.77777777777778,45.111111111111114
447.33333333333337,46637.55555555556,22343,22449.88888888889,0,0,47.78308700966774,4.667185242804756
494.8888888888889,46679.55555555556,22343,22543.88888888889,0,0,47.77777777777778,4.666666666666667
535.1111111111112,608.1111111111112,22335.666666666668,22473.88888888889,142.90476719635512,0,52.450272252472494,46348.594288254244
259.11111111111114,695.1111111111112,22335.666666666668,22515.55555555556,142.88888888888889,286.8888888888889,46227.77777777778,46444.333333333336
266.44444444444446,415.6666666666667,64867.11111111112,23426.333333333336,298.58873208134236,308.700966774086,46232.914768307586,46551.172352483605
266.44444444444446,490.7777777777778,43486.333333333336,23121.88888888889,312.9652260859905,370.6254860571048,46283.079657815804,46540.828796800364
280.8888888888889,460.5555555555556,43583.88888888889,23149.111111111113,312.9652260859905,418.17575824908346,46377.40251083214,46611.2654149539
302.6666666666667,420.11111111111114,43835.88888888889,23536.333333333336,375,441.8888888888889,46403.55555555556,46616.444444444445
295.5555555555556,420.11111111111114,43736.444444444445,23876.55555555556,374.95833796244864,36164.31507610266,46398.400177758034,740909.9858904566
295.5555555555556,420.11111111111114,43629.444444444445,23876.55555555556,429.6666666666667,36168.333333333336,46535.444444444445,740990.584088889
262.44444444444446,399.11111111111114,43876.333333333336,24179,429.6666666666667,36223,46535.444444444445,742371.9195999999
269.77777777777777,453.22222222222223,43736.444444444445,725460.2222222222,348.7777777777778,36263.222222222226,46582,727480.5555555556
293.44444444444446,436.6666666666667,744158.5036666667,703803.1111111111,357.296675,36855.055275,416.5995,745145.915025
231.44444444444446,436.6666666666667,701545.888888889,702892.3333333334,246.24829467939972,36788.426557526145,497.61255115961796,744217.5989085948
284.22222222222223,453.22222222222223,702257.1111111111,1397338.3647222223,231.49516770892552,36766.23081296191,425.35531552018193,744302.2171688459
262.44444444444446,366.22222222222223,702240.7777777779,1398116.998222222,294.90677580718506,36762.050932241924,388.69940882219186,744258.7539790814
735984,701330.6666666667,701988.7777777779,1398345.2920555556,231.468849477035,36762.050932241924,367.21236925875394,744297.1805366075
735936.4444444445,1414939.9890555555,701988.5555555556,1398324.9209444444,294.94030699260946,207.04945992040933,497.6691301876066,1820.8072768618533
735976.6666666667,1414971.2426666669,701988.5555555556,2064969.7141666666,253.75170532060025,261.02773988176443,384.1518872214643,1938.6084583901772
735962.2222222222,1414970.1611666665,1402451.888888889,2735323.6533333333,253.75170532060025,246.24829467939972,618743.519781719,472.487494315598
735960.1111111111,1415023.0900555558,1402451.888888889,2107465.4444444445,36291.804024099125,229.28271001477776,618620.7798112993,385.1312947595771
735936.4444444445,1415086.4900555557,701897,2110303.3333333335,752907.378225,229.383325,733037.9148500001,423.5119
735989.2222222222,1415086.4900555557,702158.5555555556,2110349.4444444445,736235.6666666667,276.8888888888889,1442535.9093555557,413.7777777777778
735976.6666666667,1415184.5312222224,701447.3333333334,1409335.6666666667,736235.6666666667,240.66666666666669,1442533.6635333337,529.1111111111112
735972.6666666667,1415204.5127222221,701473.1111111111,2110105,736235.6666666667,255.11111111111114,1442482.7025999997,413.7777777777778
255.11111111111114,725731.6666666667,1402364.1111111112,3510648.777777778,736288.4444444445,271.6666666666667,1442626.995066667,439.44444444444446
255.11111111111114,700597.4444444445,1402209.5555555557,3514250.777777778,736226.4444444445,271.6666666666667,1442701.0635333334,439.44444444444446
735558.2222222222,725882.5555555556,1402316.5555555557,2813625.666666667,736235.6666666667,735707.6666666667,1442760.4884222224,733944.888888889
735558.2222222222,725882.5555555556,702437.3333333334,2110872,736266.6666666667,735667.4444444445,838581.3333333334,733907.3333333334
735565.5555555556,725998.2222222222,702559,2116423.5555555555,701057.3397044116,735787.5319479943,1660784.4204911657,734126.0140015557
735589.2222222222,725927.7777777779,702559,2119352.888888889,40268.222222222226,735736.7777777779,1548998.1111111112,734143.5555555556
735536.4444444445,730014.2222222222,702415.5555555556,2933843.666666667,39673.222222222226,735684,823596.4444444445,734143.5555555556
774875.3333333334,1547575.777777778,1519534.5555555557,2933843.666666667,39696.88888888889,775075.3333333334,823650.5555555556,738480.6666666667
774862.7777777779,1548013.5555555557,1519427.5555555557,3285074.888888889,39639.29325480609,775099.4554950551,823708.9676630737,1557450.605622847
774822.5555555556,1548013.5555555557,818536.5555555556,2351268.666666667,39630.48550161093,774925.3416287078,823525.9415620485,1557095.4338406841
774875.3333333334,847782.3333333334,2452698.1111111115,2347666.666666667,39675.11111111112,775011.4444444445,823669.6666666667,1557268.4444444445
39532,822821.4444444445,2452591.1111111115,4448895.333333334,39647.03921786468,39565.60382179757,823514.942784135,1396610.3766248194
50218.444444444445,822821.4444444445,2452500.777777778,4447104.222222223,39652.26085990445,750427.5080546605,1131179.5356071547,1396610.3766248194
750918.2222222222,1523067.888888889,2452419.3333333335,4452367.555555556,750405.888888889,750448.888888889,714659,1535595.4444444445
751585.3333333334,1523067.888888889,2452419.3333333335,4447469.333333334,711704.1111111111,751191.3333333334,714659,1535404.888888889
751585.3333333334,1519047.6666666667,2452515.2222222225,3632932.4444444445,711665.7777777779,751207.888888889,713346.888888889,1535404.888888889
712813.3333333334,701378.1111111111,1635396.2222222222,3633009.777777778,711658.6666666667,711816.5555555556,713292.7777777779,1530969
712789.6666666667,700919.3333333334,1635510.3333333335,2580177.777777778,711658.6666666667,711856.7777777779,713225,712172.1111111111
712977.5555555556,700919.3333333334,1635718.888888889,2113179.3333333335,711646.1111111111,711818.4444444445,713225,712118
712929.4444444445,700848.6666666667,1557.3333333333335,2113195.888888889,711610.5555555556,711818.4444444445,713087.6666666667,712118
715774.6666666667,700486.888888889,1688.0000000000002,12028,712744.2706471122,712905.0819946243,714223.7350442243,139221.56162567195
705088.2222222222,700486.888888889,947.3333333333334,12028,1096280.4516423359,368447.6505474452,416115.4197080292,502324.3613138686
7017.111111111111,66.22222222222223,1023.3333333333334,702865.7777777779,366683.0881514425,368405.6334815828,719489.5655148819,359639.29752537346
6326.333333333334,66.22222222222223,1023.3333333333334,701807.3333333334,365929.18234690384,367941.8405747519,719489.5655148819,719652.0697913102
6326.333333333334,350564.7777777778,701446.1111111111,702257.888888889,365958.83224997146,367924.8488995324,719589.6909567795,719652.0697913102
6560.555555555556,350585.7777777778,701577,702885,365941.8405747519,367988.4821530391,719694.0358079597,719760.9761660394
6560.555555555556,350585.7777777778,701330.1111111111,702885,366005.4738282586,367947.2003649218,719694.0358079597,719838.0659140152
6427.333333333334,1051029,701855,1403637.6666666667,366020.7572992701,368018.8184306569,719836.2226277372,719980.4972627737
1067309.1111111112,1051419.1111111112,701855,1410396,366023.03569392173,738363.4393887557,719809.6704299236,1344179.4959516476
1064630.4444444445,1051419.1111111112,701985.888888889,1414520.4444444445,191.011275,379180.9366,1411464.7560125,1006800.9562375001
1064630.4444444445,1402019.777777778,702199.888888889,1414520.4444444445,1061068.1111111112,1061528.1111111112,1344876.5555555557,1062342.6666666667
1061996.5555555557,1402019.777777778,701976.6666666667,712956.6666666667,1061387.6666666667,1061528.1111111112,713418.4444444445,1420301.3333333335
1061996.5555555557,1402066.5555555557,709915.7777777779,729728.4444444445,1061373,1061468.2222222222,1064003.1111111112,1069512.3333333335
1062025.4444444445,1059387.5555555557,9809.333333333334,729277.888888889,1061344.1111111112,1061491.888888889,1063889,1069840.6666666667
1429404.777777778,1059366.5555555557,9794.666666666668,729337.5555555556,1061375.1111111112,1061468.2222222222,1063841.4444444445,1069718
1429404.777777778,1410001,10199.555555555557,731391.7777777779,1061313.1111111112,1429530.4444444445,1063841.4444444445,1077217.4444444445
1429379,709578.7777777779,9573.111111111111,31279.222222222223,1429572.3333333335,1429708.5555555557,1071949.6666666667,1428236.2222222222
368540.1111111111,709188.6666666667,9573.111111111111,25143.77777777778,1429577.5555555557,1068828.5555555557,1422569.1111111112,819978.3333333334
