runtime,ml-desktop-r1,ml-desktop-r2,ml-desktop-r3,ml-laptop-r1,ml-laptop-r2,ml-laptop-r3,other
5846,1446.680388212204,1428.9388222694397,1418.8510585625966,1915.0332481861115,1911.792242050171,1914.0938647985458,105.08064496517181
