dockerfiles-laptop-clientapp-0-1,dockerfiles-laptop-clientapp-1-1,dockerfiles-laptop-supernode-0-1,dockerfiles-laptop-supernode-1-1,dockerfiles-serverapp-1,dockerfiles-superlink-1,dockerfiles-desktop-clientapp-0-1,dockerfiles-desktop-clientapp-1-1,dockerfiles-desktop-clientapp-2-1,dockerfiles-desktop-supernode-0-1,dockerfiles-desktop-supernode-1-1,dockerfiles-desktop-supernode-2-1
289.39327731092436,385.8577030812325,329.4913165266106,397.54341736694676,809.9803921568628,548.9994397759103,155.5174,155.5174,0,210.9274,0,66.8614
265.88052478134114,332.3506559766764,454.3967638483965,501.13110787172013,1006.6830320699709,14841.100116618076,179.78805,119.8587,69.32445,204.6993,42.135600000000004,93.6663
289.3115101289135,405.0361141804788,436.2350276243094,436.2350276243094,1546.2016574585637,13611.855138121547,215.94493333333335,215.94493333333335,170.4221,260.3136666666667,222.35660000000001,230.69176666666667
376.2779576043069,376.2779576043069,551.2018808882908,443.05548452220734,1436.4190780619115,12957.521537685063,204.0587,255.07337499999997,161.041575,384.3671,210.11745,289.729425
359.4914891811625,410.84741620704284,562.719456936784,562.719456936784,1546.045176071277,12680.034552397115,295.39044,295.39044,204.645,405.54792000000003,272.00244,314.21778
398.10467191601055,398.10467191601055,545.2662860892389,621.0338320209975,1498.093412073491,12286.753661417324,288.25870000000003,288.25870000000003,199.70416666666668,395.7566,265.43536666666665,306.63148333333334
437.7885001595575,494.0574364429316,1571.0240793532603,607.0574768641634,6922.5812083820865,41207.68110201043,330.3587,370.1542,290.5632,549.8505,388.8749,429.1188
430.2804852559948,936.8735823071938,1544.0812240764744,16362.128043583927,6803.859855800389,40807.43727802981,419.0160375,365.159925,340.49891249999996,542.4316875,449.09583749999996,456.06284999999997
906.9420539300057,946.6437177280551,16224.003235800345,16260.447641996558,7170.612702237521,82022.33060240964,421.00000000000006,421.00000000000006,819.3333333333334,601.5555555555555,451.22222222222223,1502.888888888889
737.8888888888889,729.5555555555557,15817.77777777778,15816.444444444445,6866.777777777778,81860.44144444444,821.2222222222223,792,819.3333333333334,16045.374777777777,16010.440755555555,15995.970866666667
