runtime,ml-desktop-r1,ml-desktop-r2,ml-desktop-r3,ml-laptop-r1,ml-laptop-r2,ml-laptop-r3,other
734,190.1130769252777,195.13103342056274,195.2203084230423,130.02922558784485,126.55515146255493,124.12369561195374,153.53558123111725
