runtime,ml-desktop-r1,ml-desktop-r2,ml-desktop-r3,ml-laptop-r1,ml-laptop-r2,ml-laptop-r3,other
5846,1362.7133693695068,1368.8989583651226,1353.75883603096,1932.4730902910233,1939.405992269516,1918.1093250513077,56.011592388153076
