runtime,ml-desktop-r1,ml-desktop-r2,ml-desktop-r3,ml-laptop-r1,ml-laptop-r2,ml-laptop-r3,other
152,22.523000955581665,19.985153794288635,22.248305201530457,14.298298597335815,15.724675416946411,14.357465744018555,87.24354004859924
