runtime,ml-desktop-r1,ml-desktop-r2,ml-desktop-r3,ml-laptop-r1,ml-laptop-r2,ml-laptop-r3,keygen-r1,keygen-r2,keygen-r3,dec-r1,dec-r2,dec-r3,block-no-dec-r1,block-no-dec-r2,block-no-dec-r3,block-r1,block-r2,block-r3,other
2317,394.5940718650818,393.12333285808563,401.08503019809723,239.4861102104187,225.3602340221405,232.3347270488739,18.8444344997406,21.344106197357178,28.892157793045044,227.92277812957764,211.89938187599182,219.0858438014984,107.46601343154907,105.3028826713562,106.43450379371643,335.3887915611267,317.202264547348,325.52034759521484,81.00546288490295
