runtime,ml-desktop-r1,ml-desktop-r2,ml-desktop-r3,ml-laptop-r1,ml-laptop-r2,ml-laptop-r3,other
1144,309.5699895620346,381.6468505859375,335.90621000528336,223.6244229475657,315.11066754659015,310.1234652201335,116.87694984674454
