runtime,ml-desktop-r1,ml-desktop-r2,ml-desktop-r3,ml-laptop-r1,ml-laptop-r2,ml-laptop-r3,keygen-r1,keygen-r2,keygen-r3,dec-r1,dec-r2,dec-r3,block-no-dec-r1,block-no-dec-r2,block-no-dec-r3,block-r1,block-r2,block-r3,other
254,21.235364079475403,21.900243878364563,21.53479301929474,16.282344102859497,14.554205656051636,13.814926624298096,20.48298716545105,17.519476175308228,20.529086351394653,19.664897203445435,22.61868667602539,19.300986766815186,6.753367900848389,6.6473047733306885,7.81107497215271,26.418265104293823,29.26599144935608,27.112061738967896,48.00173103809357
