runtime,ml-desktop-r1,ml-desktop-r2,ml-desktop-r3,ml-laptop-r1,ml-laptop-r2,ml-laptop-r3,other
10860,3601.2490733265877,3627.5353459715843,3562.154360949993,2557.6906939347587,2588.9889709949493,2566.582220633825,69.06121975183487
