runtime,ml-desktop-r1,ml-desktop-r2,ml-desktop-r3,ml-laptop-r1,ml-laptop-r2,ml-laptop-r3,other
1256,272.8296763896942,422.65156108140945,425.43106162548065,300.04198662439984,291.1227237383525,314.33037718137103,135.08770090341568
