runtime,ml-desktop-r1,ml-desktop-r2,ml-desktop-r3,ml-laptop-r1,ml-laptop-r2,ml-laptop-r3,other
5855,1402.1876408259075,1410.1532921791077,1476.1243929862976,1930.6528747081757,1906.7195497751236,1913.82464325428,103.80293226242065
