runtime,ml-desktop-r1,ml-desktop-r2,ml-desktop-r3,ml-laptop-r1,ml-laptop-r2,ml-laptop-r3,other
117,20.702152729034424,22.982825875282288,24.7525634765625,14.363633871078491,15.157799482345581,14.87535047531128,48.56245791912079
