runtime,ml-desktop-r1,ml-desktop-r2,ml-desktop-r3,ml-laptop-r1,ml-laptop-r2,ml-laptop-r3,keygen-r1,keygen-r2,keygen-r3,dec-r1,dec-r2,dec-r3,block-no-dec-r1,block-no-dec-r2,block-no-dec-r3,block-r1,block-r2,block-r3,other
1517,382.8422189950943,435.6601483821869,414.2853853106499,314.9510877927144,322.76181077957153,306.6138702233632,33.414844036102295,30.451086282730103,31.542560577392578,25.773344039916992,28.762784957885742,32.79135179519653,10.29395079612732,10.066710472106934,10.7848482131958,36.06729483604431,38.829495429992676,43.576200008392334,70.33076614141464
