runtime,ml-desktop-r1,ml-desktop-r2,ml-desktop-r3,ml-laptop-r1,ml-laptop-r2,ml-laptop-r3,other
1843,475.9575991034508,586.8993062973022,590.2308468222618,444.2513446013133,472.1542383829753,475.1065192222595,189.91224777698517
