runtime,ml-desktop-r1,ml-desktop-r2,ml-desktop-r3,ml-laptop-r1,ml-laptop-r2,ml-laptop-r3,other
149,22.812708854675293,28.67229163646698,32.607181668281555,20.136318683624268,16.80724287033081,52.197166204452515,59.85927224159241
