runtime,ml-desktop-r1,ml-desktop-r2,ml-desktop-r3,ml-laptop-r1,ml-laptop-r2,ml-laptop-r3,noise-r1,noise-r2,noise-r3,keygen-r1,keygen-r2,keygen-r3,dec-r1,dec-r2,dec-r3,block-no-dec-r1,block-no-dec-r2,block-no-dec-r3,block-r1,block-r2,block-r3,other
390,22.948191165924072,22.15537655353546,22.055907249450684,16.209567546844482,15.677062034606934,15.441425800323486,46.57540845870972,43.55894875526428,46.71852922439575,19.312524557113647,16.30650782585144,20.084596633911133,20.903417825698853,18.690833806991577,21.669410467147827,6.4234490394592285,6.440817832946777,5.650393486022949,27.32686686515808,25.131651639938354,27.319803953170776,187.35857355594635
