runtime,ml-desktop-r1,ml-desktop-r2,ml-desktop-r3,ml-laptop-r1,ml-laptop-r2,ml-laptop-r3,other
5806,1451.6697744528453,1439.0840040842693,1426.6112269560497,1924.284453034401,1921.807601571083,1911.0466599464417,48.86128544807434
