runtime,ml-desktop-r1,ml-desktop-r2,ml-desktop-r3,ml-laptop-r1,ml-laptop-r2,ml-laptop-r3,other
673,190.58173406124115,190.2239089012146,194.5831024646759,134.4771490097046,128.06675243377686,130.53211426734924,97.61125457286835
