runtime,ml-desktop-r1,ml-desktop-r2,ml-desktop-r3,ml-laptop-r1,ml-laptop-r2,ml-laptop-r3,keygen-r1,keygen-r2,keygen-r3,dec-r1,dec-r2,dec-r3,block-no-dec-r1,block-no-dec-r2,block-no-dec-r3,block-r1,block-r2,block-r3,other
15112,3597.4361813664436,3586.0623821616173,3618.0207030773163,2494.3581870396933,2491.787578264872,2500.5438911914825,45.630982875823975,38.06542634963989,42.610557317733765,891.363644361496,945.8453562259674,923.6805996894836,444.5801193714142,441.2339334487915,442.0184361934662,1335.9437637329102,1387.079289674759,1365.6990358829498,95.45167756080627
