runtime,ml-desktop-r1,ml-desktop-r2,ml-desktop-r3,ml-laptop-r1,ml-laptop-r2,ml-laptop-r3,other
671,147.8324475288391,157.25844931602478,153.28482794761658,225.9469417333603,205.57436859607697,194.29045915603638,45.18823051452637
