runtime,ml-desktop-r1,ml-desktop-r2,ml-desktop-r3,ml-laptop-r1,ml-laptop-r2,ml-laptop-r3,keygen-r1,keygen-r2,keygen-r3,dec-r1,dec-r2,dec-r3,block-no-dec-r1,block-no-dec-r2,block-no-dec-r3,block-r1,block-r2,block-r3,other
1647,437.1779708266258,416.35445564985275,445.5917915701866,309.650315841039,320.68012579282123,315.28362226486206,43.894776582717896,45.477771520614624,33.39470553398132,43.267828702926636,45.95666265487671,43.06490206718445,11.27649211883545,8.507474899291992,9.682664632797241,54.544320821762085,54.4641375541687,52.74756669998169,63.35250324010849
