runtime,ml-desktop-r1,ml-desktop-r2,ml-desktop-r3,ml-laptop-r1,ml-laptop-r2,ml-laptop-r3,keygen-r1,keygen-r2,keygen-r3,dec-r1,dec-r2,dec-r3,block-no-dec-r1,block-no-dec-r2,block-no-dec-r3,block-r1,block-r2,block-r3,other
7384,187.38426780700684,189.37065744400024,191.7364822626114,134.9977581501007,132.21292304992676,133.98323154449463,18.411322116851807,24.363091707229614,29.292136192321777,1424.3476467132568,1459.5112299919128,1425.2344455718994,749.4789152145386,765.7970230579376,805.8239290714264,2173.8265619277954,2225.3082530498505,2231.058374643326,113.24885284900665
