runtime,ml-desktop-r1,ml-desktop-r2,ml-desktop-r3,ml-laptop-r1,ml-laptop-r2,ml-laptop-r3,noise-r1,noise-r2,noise-r3,keygen-r1,keygen-r2,keygen-r3,dec-r1,dec-r2,dec-r3,block-no-dec-r1,block-no-dec-r2,block-no-dec-r3,block-r1,block-r2,block-r3,other
2764,280.2353051503499,295.95394587516785,285.76185425122577,365.89434111118317,392.97562658786774,386.88474893569946,62.756418228149414,59.738553524017334,71.75635075569153,32.27768850326538,29.263404846191406,29.25957703590393,291.2807424068451,296.12777757644653,280.1734809875488,110.22651624679565,120.1669590473175,121.8636953830719,401.50725865364075,416.29473662376404,402.0371763706207,307.6054413318634
