runtime,ml-desktop-r1,ml-desktop-r2,ml-desktop-r3,ml-laptop-r1,ml-laptop-r2,ml-laptop-r3,other
1297,284.8841179211934,297.5781665643056,296.3927153746287,369.8873624801636,386.22530698776245,383.9937022924423,156.89362823963165
