runtime,ml-desktop-r1,ml-desktop-r2,ml-desktop-r3,ml-laptop-r1,ml-laptop-r2,ml-laptop-r3,other
1233,274.8194000720978,294.8064747651418,291.63506563504535,372.38306427001953,384.7951831817627,373.6591098308563,102.16264271736145
