dockerfiles-laptop-clientapp-0-1,dockerfiles-laptop-supernode-0-1,dockerfiles-serverapp-1,dockerfiles-superlink-1,dockerfiles-desktop-clientapp-0-1,dockerfiles-desktop-clientapp-1-1,dockerfiles-desktop-supernode-0-1,dockerfiles-desktop-supernode-1-1
0.002351243999999992,0.002855495999999996,0.004863326999999997,0.001901249000000029,0.0012428055000000193,0,0,0
0.0019058219999999937,0.0023145479999999966,0.003942013499999998,0.0025931655000000255,0.000961152750000015,0.0010008577650000067,0.001480146944999997,0.001330535280000005
0.0027713969999999897,0.0034785959999999922,0.004690232333333338,0.00239114366666669,0.001819617380000008,0.0009030951766666724,0.002127953986666658,0.0018039567699999971
0.003692494749999992,0.004376503499999995,0.0077464134999999995,0.004250996250000007,0.0017211280350000076,0.0018828753900000045,0.002851983254999991,0.0017063150774999974
0.0047082485999999975,0.004260682799999995,0.0075414108,0.004138497000000007,0.002390880930000008,0.0018182283120000042,0.002754062603999991,0.002489950614000003
0.00462292383333333,0.005157342333333348,0.00840450483333334,0.0045761030000000084,0.0032936039366666696,0.002733785280000011,0.0036497021416666657,0.003108412838333333
0.005734569857142851,0.006297709857142871,0.018181594571428573,0.005443650428571433,0.0032364862314285744,0.0035769023357142818,0.003586408978571428,0.0030545067185714283
0.006223200374999995,0.006234608625000013,0.01799942025,0.006805236375000004,0.00398101817250001,0.0035295582937499965,0.004600736718749999,0.003954288374999997
0.006424777777777773,0.007214000000000005,0.21395999999999998,0.007025666666666671,0.004531177777777782,0.004447533333333338,0.004631944444444444,0.004481666666666665
0.005802666666666672,0.00698533333333335,0.21060366666666666,0.0063894444444444354,0.003776177777777771,0.0049470666666666645,0.0052214444444444435,0.004938277777777778
0.098181,0.021038777777777778,0.3897455555555556,0.03538411111111111,0.0045865555555555495,0.004160877777777771,0.013735666666666672,0.01923324444444444
0.09724466666666667,0.01979744444444445,0.3893597777777778,0.03538411111111111,0.12287338070666667,0.034833522222222225,0.013045855555555565,0.01870796666666667
0.24846800000000002,0.019614111111111124,0.38749888888888895,0.05645400000000001,0.12287338070666667,0.20219303333333336,0.020283833333333338,0.01955017777777778
