runtime,ml-desktop-r1,ml-desktop-r2,ml-desktop-r3,ml-laptop-r1,ml-laptop-r2,ml-laptop-r3,other
1352,482.0666221380234,406.9809184074402,400.6579031944275,239.68757605552673,233.79137539863586,240.03127765655518,62.29455626010895
