runtime,ml-desktop-r1,ml-desktop-r2,ml-desktop-r3,ml-laptop-r1,ml-laptop-r2,ml-laptop-r3,noise-r1,noise-r2,noise-r3,keygen-r1,keygen-r2,keygen-r3,dec-r1,dec-r2,dec-r3,block-no-dec-r1,block-no-dec-r2,block-no-dec-r3,block-r1,block-r2,block-r3,other
2753,284.3839627901713,304.1703333059947,293.2469787597656,350.9555034637451,391.8257029056549,390.0027859210968,56.749815464019775,62.76711702346802,62.73154377937317,30.39989948272705,38.28327941894531,35.25666570663452,286.20255064964294,279.95869302749634,276.7676422595978,112.48580384254456,125.58193302154541,126.28930306434631,398.6883544921875,405.54062604904175,403.0569453239441,308.99023723602295
