runtime,ml-desktop-r1,ml-desktop-r2,ml-desktop-r3,ml-laptop-r1,ml-laptop-r2,ml-laptop-r3,keygen-r1,keygen-r2,keygen-r3,dec-r1,dec-r2,dec-r3,block-no-dec-r1,block-no-dec-r2,block-no-dec-r3,block-r1,block-r2,block-r3,other
273,23.913038730621338,21.88734245300293,21.861411571502686,13.869261026382446,14.860085725784302,14.144545793533325,19.581183195114136,21.34472346305847,19.410313844680786,25.976365566253662,25.975292205810547,19.989436626434326,6.55365514755249,6.544486045837402,7.743497848510742,32.53002071380615,32.51977825164795,27.73293447494507,52.21925330162048
