dockerfiles-laptop-clientapp-0-1,dockerfiles-laptop-supernode-0-1,dockerfiles-serverapp-1,dockerfiles-superlink-1,dockerfiles-desktop-clientapp-0-1,dockerfiles-desktop-clientapp-1-1,dockerfiles-desktop-supernode-0-1,dockerfiles-desktop-supernode-1-1
0.0012012952999999953,0.001851218800000004,0.0091018874,0.0006179357999999919,0,0.0011792256000000114,0,0.0010659507999999929
0.0024272055499999882,0.0014262094000000033,0.0070122437,0.0019491433500000003,0.0009947256000000066,0.0009491328000000092,0.0008783675999999966,0.0014998895999999917
0.0021861036999999894,0.003041864699999998,0.010461581999999995,0.0017555289000000004,0.001434475466666667,0.0018090799999999974,0.0014042270666666593,0.0013786863999999924
0.0033465373499999887,0.0038958078249999965,0.011016806774999992,0.002732653949999994,0.0013714216000000003,0.0017295599999999974,0.0019197651999999952,0.002049395199999999
0.004253509779999998,0.004482790580000006,0.010631025419999992,0.002636963159999994,0.002004455999999999,0.0023111253600000027,0.0018668061599999952,0.002650642080000002
0.004150608149999998,0.005722225349999998,0.013430774849999995,0.004875004049999993,0.0027317402666666678,0.0029945846666666743,0.002478656666666673,0.0026005117333333357
0.005409530799999994,0.005620893157142854,0.014100392114285711,0.005243356257142866,0.002694125942857144,0.00295335114285715,0.0030862980571428568,0.00315825594285714
0.0062475046125000004,0.007060395874999994,0.013909743099999998,0.007552289662500004,0.0032313707999999993,0.0037732068000000006,0.0030539808000000002,0.003750267599999997
0.006275666666666667,0.007092222222222216,0.0903721111111111,0.007586333333333337,0.0038439555555555547,0.0038819,0.003618022222222219,0.004327244444444441
0.006709888888888892,0.006742888888888891,0.08490255555555555,0.007971333333333342,0.00443511111111111,0.003855144444444434,0.004234744444444443,0.0036050555555555575
0.006117333333333333,0.007605888888888888,0.3498927777777778,0.007286111111111105,0.003597799999999994,0.003855144444444434,0.0034953777777777793,0.006307977777777784
0.006117333333333333,0.0060840000000000035,0.3866353333333334,0.008157888888888885,0.004045399999999996,0.1089555888888889,0.003652177777777784,0.006753211111111123
0.0063748888888888935,0.0067996666666666735,0.3855976666666667,0.007173555555555557,0.004045399999999996,0.5900544444444445,0.006454544444444449,0.006052722222222228
0.006231415784303021,0.006699050322017239,0.3827572317432595,0.011852745333478888,0.19464671111111112,0.589434588888889,0.006454544444444449,0.005962322222222221
0.07635640213950443,0.010362624167667287,0.38083364261543495,0.01450747734963432,0.19387844444444446,0.6482449555555556,0.006579977777777767,0.006841144444444446
0.2779372339264273,0.010362624167667287,0.379950223774697,0.014627114943783428,0.6960026111111112,0.6482449555555556,0.007028599999999997,0.006236888888888895
0.3787853946075756,0.00956849688898593,0.3812367645453553,0.012520576356292975,0.6974496539555556,0.6657879444444446,0.007028599999999997,0.0061999666666666675
0.38235400065495034,0.01015380416985046,0.3074104355419714,0.013180984608667182,0.7089948306666667,1.9478958446444445,0.00715857777777778,0.006428011111111125
0.3812182076192555,0.010020412618709737,0.3074104355419714,0.012958847287414043,0.7084284111111111,1.9471844154222224,0.007363255555555552,0.006428011111111125
0.39097849579740207,0.00917257941272786,0.04823796528763238,0.01250322017247027,1.6587601018000002,3.957927472088889,0.007363255555555552,0.004066888888888887
0.39097849579740207,0.009949132190808865,0.008613797620347094,0.012256194738565662,3.067619598577778,3.8553980764444447,0.007412522222222213,0.00414965555555555
1.4903410158406112,0.009280240174672494,0.01026954148471608,0.012257532751091704,4.438338276022223,5.695649423044444,0.00453665555555555,0.004522999999999993
2.709105912116581,0.008585307280864546,0.007324855365134752,0.00789498962995305,4.276693631200001,5.695649423044444,0.00453665555555555,0.0039654666666666645
2.7086904355111114,0.0047347777777777674,0.007471777777777868,0.003093444444444445,5.859559352444444,7.682045539400001,0.004320966666666673,0.0037983555555555636
3.772141111111112,0.005724333333333331,0.008889222222222277,0.0032233333333333315,5.510228602511112,9.594467985511113,0.0038011666666666706,0.004184599999999996
3.6685736666666675,0.005010333333333327,0.008742000000000003,0.003398333333333343,7.723496746733334,9.593658857022223,0.0038011666666666706,0.0035784333333333347
5.196311590176685,0.005550727858650969,0.007490165573952737,0.0027264140460051085,9.050616971866667,10.15175686808889,0.003811899999999998,0.003541377777777776
6.486813269955556,0.005986333333333341,0.008905222222222243,0.0028369999999999784,10.091074099733333,10.15175686808889,0.0029905000000000027,0.003541377777777776
6.487287378319814,0.005986998555395051,0.008872763640404473,0.0028373152572507836,9.915689184024998,8.417880489525,0.003148996500000002,0.002800172700000011
7.611449060533333,0.006249111111111113,0.008871777777777763,0.002813555555555563,8.533053625857141,8.587024295171428,0.002405398914285721,0.00229077137142858
7.886005666037108,0.005278302410843234,0.008344295078324635,0.003231863126319305,6.491766688958867,7.727083076343774,0.002478720321034447,0.002372901571731136
6.559763000000001,0.006274555555555549,0.008647333333333328,0.0031263333333333425,7.959303710010032,9.128464544251477,0.002889265410768032,0.002813956080704491
8.085112111111112,0.006064333333333351,0.008961666666666585,0.0035197777777777888,7.476246911304348,8.323636956521739,0.0023282162764771386,0.0021001783723522713
6.891715666666666,0.0050747777777777866,0.007544222222222175,0.002817555555555555,8.682440704370123,7.6316319399331105,0.002476755852842803,0.002438952062430324
8.507406934103788,0.00634559395488388,0.007713301477941971,0.0029195466162906976,8.183979548429383,7.630784142302976,0.0032213465611414527,0.002438680191728905
6.968699966699966,0.006205239205239185,0.007704739704739684,0.0029163059163059154,6.769389275362319,7.949066384648829,0.002602865105908584,0.0023468227424749055
7.005389000000001,0.007466777777777786,0.00865111111111114,0.002713777777777778,7.219959447107346,9.640754191415674,0.003481172667484115,0.002894203544755318
7.19583212976336,0.007465948227974677,0.00857982446394842,0.004487612487501403,8.78232354157737,7.5921324748905965,0.002719461897618028,0.006253283145551399
5.9732140000000005,0.00854944444444445,0.010929111111111094,0.005797888888888893,10.443194570867501,7.5136078202112495,0.0037152624937500088,0.006184269547499994
4.757492499166572,0.009182798088676511,0.00977253028114236,0.005379819979997781,10.709275763973775,7.688314597935325,0.0038099233248138765,0.007635048338704293
4.756963888888888,0.008186111111111104,0.00974133333333338,0.007058555555555544,10.00686087343038,6.310097655295032,0.006060640071119019,0.007735537281920217
3.232937333333335,0.00892244444444443,0.008393555555555605,0.007247999999999996,8.8685192,4.9923122555555555,0.006676122222222235,0.007734677777777783
3.232937333333335,0.009666111111111104,0.010894555555555643,0.007247999999999996,7.65671848888889,3.6490532333333334,0.005945911111111125,0.007803311111111113
1.619425508276858,0.009636818131318739,0.010910232196422601,0.01050461059882235,5.862566629625514,3.649458728747638,0.005792765862873656,0.007804178242026892
1.5957091306724984,0.00967873154729362,0.03223214871514485,0.010829961727720067,5.861263981779803,1.7740643928452393,0.006679313409621163,0.008152649705588273
0.19414869441713006,0.007390145307549434,0.02988877963509228,0.012699989074620352,4.306372108012001,0.07332489165462797,0.0058049338815424015,0.0076085231692410256
0.007190757128811294,0.008930951600568114,0.03122222222222226,0.012398667103681857,2.5974771358737923,0.004310243306299611,0.006745794911676486,0.004183112987445849
0.007166065770786838,0.007501147164863965,0.028913143231727327,0.010523871954550418,0.795471619068785,0.0049021446827426,0.006126780753417038,0.004702855872874763
0.006345275805572776,0.006877880939377389,0.03035106499180777,0.011877990169306369,0.7961306188201314,0.004189312298633913,0.0061254193978446765,0.003977080324408407
0.030040310246887157,0.01100284028839853,0.03158542713567836,0.012771466025781088,0.004010388888889444,0.0041303555555556315,0.0041852111111111085,0.004561811111111113
0.029508848590777955,0.010500327725584442,0.03158542713567836,0.012635896875682765,0.004901377777777858,0.03688290000000066,0.004033766666666664,0.004561811111111113
0.03026305440244717,0.010505025125628141,0.030578981865850965,0.012635896875682765,0.0040015222222218195,0.03611426666666755,0.004033766666666664,0.006979311111111108
0.02960264394187916,0.010332022287774512,0.02925740194471759,0.01085207035944499,0.0044560000000005645,0.036794622222222635,0.004251744444444443,0.007541355555555563
0.029505845078117727,0.010332022287774512,0.030048071670490555,0.011917950398776342,0.005193921546837945,0.036960662295810215,0.004090787865318361,0.006623735970663412
0.029725808243528287,0.010461948672369742,0.00981435396067108,0.009772358626819239,0.004352844444443986,0.03633471111111053,0.004090333333333326,0.007471799999999998
0.02972025330518634,0.009656593711809797,0.009742473058549013,0.010280524386179319,0.00428105345038354,0.03681817979775523,0.003632736970774533,0.007570952328036443
0.02967081435396037,0.0100536607043662,0.010978669036773667,0.011087434729474486,0.0042805777777779426,0.03622321111111128,0.0067691777777777835,0.00705135555555556
0.029677408600955357,0.010055895099455512,0.0105766196244027,0.009709967774197133,0.037862184687187474,0.036487809756639566,0.006769929992221362,0.007492065785087228
0.006461717968664789,0.007026114012668056,0.008041782420268916,0.008324480497833102,0.03785797777777779,0.035986566666666775,0.006814300000000002,0.006366833333333329
0.006294143793756335,0.007348483164796099,0.009812201355706218,0.009700077786420713,0.03787661111111136,0.004135677777777186,0.007209477777777779,0.006969422222222217
0.006327925325034414,0.006599955550616737,0.009454717190798979,0.009700077786420713,0.03881456504832805,0.036254616153760064,0.00720867681368737,0.005934451727585827
0.005587490278855923,0.006648594600599911,0.00945261637595823,0.008723141873125204,0.03780633262970711,0.03557433618486819,0.007196678146872572,0.0053724697255860395
0.0063457777777765996,0.0075854444444444355,0.010174777777777718,0.00975266666666667,0.03826615555555645,0.035716344444444874,0.007469333333333341,0.007104877777777766
0.006389777777779197,0.006431111111111104,0.01222788888888883,0.00975266666666667,0.040165113525000934,0.03748876803750045,0.007839999000000007,0.006566535637499996
0.006451716857430191,0.00811690187798643,0.009867096344038229,0.011602400266696287,0.04011762510000029,0.037197186599999786,0.0074810182999999995,0.005910039799999996
0.005701966885209001,0.007037893099233223,0.010106567396377393,0.010795310590065572,0.0376589477211799,0.034917493297586935,0.003435165326184095,0.006437924486148351
0.03823141873125222,0.010092323075213861,0.009039773358515742,0.012445728252416414,0.004487801608579108,0.06873262957998214,0.004223983467381596,0.008738348972296693
0.03813277777777557,0.009769444444444449,0.011412666666666738,0.01338133333333332,0.005341130473637197,0.06873262957998214,0.00461750446827524,0.008738348972296693
0.03818086879235471,0.010520719920008893,0.011316520386623742,0.011559604488390171,0.004426630920464964,0.06882496648793546,0.003753004915102759,0.008798000446827535
0.03807366666666844,0.010521888888888893,0.010197888888888902,0.014990777777777773,0.03492179644732395,0.04694124678806839,0.0065415484303429665,0.008012088034856445
0.056192243582620184,0.01245627291921326,0.023454383820424463,0.018760417824202687,0.03492179644732395,0.04694124678806839,0.005742542732655562,0.008012088034856445
0.054702666666666275,0.01291322222222223,0.021757777777777817,0.016147111111111112,0.03490927167113442,0.3836427167113498,0.006472598302055404,0.007705574173369092
0.055509056561840533,0.014450938993221474,0.019706856317368633,0.017773530392265816,0.03445621714857092,0.37866377961142894,0.013150545839999993,0.0071841018371428585
0.06208644444444329,0.01200288888888891,0.021807888888888925,0.016181,0.38931557405249967,0.37570238435999964,0.012997622609999994,0.0071005603575000015
0.17533244444444387,0.014134666666666679,0.021117111111111107,0.016181,0.39767187777777757,0.3830668444444441,0.01383636666666666,0.008346788888888889
0.14278224641706355,0.01107710254416175,0.02216598155760471,0.015272191978669029,0.3969982111111108,0.35049239999999954,0.013051755555555544,0.005737500000000004
0.3694974929680836,0.012281399046104927,0.02178904243610121,0.014721169132933854,0.396149433333333,0.35049239999999954,0.012425633333333345,0.005737500000000004
0.3687636052341961,0.010788797847621372,0.021105295340589417,0.01538253638253638,0.39902784444444467,0.6644973111111114,0.012425633333333345,0.006258077777777773
