runtime,ml-desktop-r1,ml-desktop-r2,ml-desktop-r3,ml-laptop-r1,ml-laptop-r2,ml-laptop-r3,other
1220,285.0916311144829,418.0743337869644,453.37716323137283,206.23130814234415,287.650137980779,292.3309087753296,63.45687186717987
